ProductId,diamond_gold_18k,diamond_gold_14k,diamond_plat_900,diamond_gold_10k,cz_gold_18k,cz_gold_14k,cz_plat_900,cz_gold_10k
1260," 27,900,000 "," 24,160,000 "," 31,660,000 ", -   ," 16,790,000 "," 13,050,000 "," 20,370,000 ", -   
1261, -   , -   , -   , -   , -   , -   , -   , -   
1262," 39,200,000 "," 34,390,000 "," 43,670,000 ", -   ," 24,440,000 "," 19,630,000 "," 28,800,000 ", -   
1263," 41,390,000 "," 36,740,000 "," 46,310,000 ", -   ," 26,100,000 "," 21,450,000 "," 30,910,000 ", -   
1264," 55,970,000 "," 50,310,000 "," 60,690,000 ", -   ," 31,320,000 "," 25,660,000 "," 35,920,000 ", -   
1265," 41,530,000 "," 37,360,000 ", -   , -   ," 22,860,000 "," 18,690,000 ", -   , -   
1266," 65,690,000 "," 59,880,000 "," 69,930,000 ", -   ," 29,940,000 "," 24,130,000 "," 34,070,000 ", -   
1267," 53,260,000 "," 49,540,000 ", -   , -   ," 27,670,000 "," 23,960,000 ", -   , -   
1268," 72,030,000 "," 65,550,000 "," 75,660,000 ", -   ," 35,960,000 "," 29,490,000 "," 39,480,000 ", -   
1269," 49,970,000 "," 45,470,000 "," 54,840,000 ", -   ," 26,650,000 "," 22,150,000 "," 31,410,000 ", -   
1270," 91,900,000 "," 88,270,000 "," 96,090,000 ", -   ," 19,670,000 "," 16,040,000 "," 23,670,000 ", -   
1271," 38,740,000 "," 34,880,000 "," 42,660,000 ", -   ," 21,930,000 "," 18,070,000 "," 25,730,000 ", -   
1272," 71,900,000 "," 65,760,000 "," 76,400,000 ", -   ," 34,930,000 "," 28,780,000 "," 39,320,000 ", -   
1273," 14,330,000 "," 11,900,000 "," 18,010,000 ", -   ," 11,930,000 "," 9,490,000 "," 15,600,000 ", -   
1274," 21,040,000 "," 17,270,000 "," 24,580,000 ", -   ," 16,770,000 "," 13,000,000 "," 20,300,000 ", -   
1275," 35,670,000 "," 31,990,000 ", -   , -   ," 17,070,000 "," 13,390,000 ", -   , -   
1276," 33,190,000 "," 29,350,000 "," 37,110,000 ", -   ," 17,620,000 "," 13,770,000 "," 21,350,000 ", -   
1277," 33,170,000 "," 28,380,000 "," 36,720,000 ", -   ," 20,350,000 "," 15,560,000 "," 23,790,000 ", -   
1278," 105,060,000 "," 98,500,000 ", -   , -   ," 36,550,000 "," 29,990,000 ", -   , -   
1279," 72,100,000 "," 65,550,000 ", -   , -   ," 35,480,000 "," 28,920,000 ", -   , -   
1280," 49,790,000 "," 43,980,000 ", -   , -   ," 28,860,000 "," 23,050,000 ", -   , -   
1281," 59,230,000 "," 53,510,000 ", -   , -   ," 30,670,000 "," 24,950,000 ", -   , -   
1282," 83,650,000 "," 77,390,000 ", -   , -   ," 37,220,000 "," 30,960,000 ", -   , -   
1283," 77,310,000 "," 70,330,000 ", -   , -   ," 39,820,000 "," 32,840,000 ", -   , -   
1284," 55,110,000 "," 48,620,000 ", -   , -   ," 30,720,000 "," 24,220,000 ", -   , -   
1285," 123,030,000 "," 115,480,000 ", -   , -   ," 41,330,000 "," 33,780,000 ", -   , -   
1286," 98,550,000 "," 92,050,000 ", -   , -   ," 39,590,000 "," 33,090,000 ", -   , -   
1287," 67,040,000 "," 60,530,000 ", -   , -   ," 31,850,000 "," 25,340,000 ", -   , -   
1288," 95,550,000 "," 89,700,000 "," 100,380,000 ", -   ," 37,510,000 "," 31,670,000 "," 42,230,000 ", -   
1289," 87,160,000 "," 80,110,000 ", -   , -   ," 41,580,000 "," 34,530,000 ", -   , -   
1290," 32,500,000 "," 28,800,000 "," 36,330,000 ", -   ," 20,970,000 "," 17,260,000 "," 24,680,000 ", -   
1291," 59,800,000 "," 54,880,000 "," 63,810,000 ", -   ," 27,490,000 "," 22,570,000 "," 31,390,000 ", -   
1292," 45,420,000 "," 40,370,000 "," 49,210,000 ", -   ," 26,140,000 "," 21,090,000 "," 29,820,000 ", -   
1293," 41,550,000 "," 38,500,000 "," 46,310,000 ", -   ," 15,030,000 "," 11,970,000 "," 19,600,000 ", -   
1294," 88,720,000 "," 83,970,000 "," 92,370,000 ", -   ," 26,190,000 "," 21,440,000 "," 29,730,000 ", -   
1295," 41,030,000 "," 34,040,000 "," 44,680,000 ", -   ," 24,910,000 "," 17,920,000 "," 28,440,000 ", -   
1296," 42,200,000 "," 37,920,000 "," 45,560,000 ", -   ," 23,190,000 "," 18,910,000 "," 26,430,000 ", -   
1297," 106,420,000 "," 98,670,000 "," 110,780,000 ", -   ," 41,850,000 "," 34,100,000 "," 46,090,000 ", -   
1298," 68,270,000 "," 64,100,000 "," 72,350,000 ", -   ," 27,430,000 "," 23,260,000 "," 31,400,000 ", -   
1299," 102,210,000 "," 95,630,000 "," 106,050,000 ", -   ," 32,350,000 "," 25,770,000 "," 36,080,000 ", -   
1300," 31,950,000 "," 28,310,000 "," 35,720,000 ", -   ," 20,600,000 "," 16,960,000 "," 24,250,000 ", -   
1301," 41,700,000 "," 36,600,000 "," 45,520,000 ", -   ," 26,260,000 "," 21,160,000 "," 29,970,000 ", -   
1302," 34,850,000 "," 31,150,000 ", -   , -   ," 22,800,000 "," 19,110,000 ", -   , -   
1303," 36,190,000 "," 32,540,000 ", -   , -   ," 22,620,000 "," 18,970,000 ", -   , -   
1304," 58,600,000 "," 53,690,000 "," 62,330,000 ", -   ," 27,800,000 "," 22,890,000 "," 31,410,000 ", -   
1305," 43,570,000 "," 38,990,000 ", -   , -   ," 28,520,000 "," 23,940,000 ", -   , -   
1306," 72,140,000 "," 66,500,000 ", -   , -   ," 37,410,000 "," 31,770,000 ", -   , -   
1307," 42,250,000 "," 37,800,000 "," 47,060,000 ", -   ," 27,940,000 "," 23,490,000 "," 32,630,000 ", -   
1308," 30,480,000 "," 25,380,000 ", -   , -   ," 24,010,000 "," 18,920,000 ", -   , -   
1309," 39,190,000 "," 35,500,000 ", -   , -   ," 19,040,000 "," 15,360,000 ", -   , -   
1310,,,,,,,,
1311,,,,,,,,
1312,,,,,,,,
1313,,,,,,,,
1314,,,,,,,,
1315,,,,,,,,
1316,,,,,,,,
1317,,,,,,,,
1318,,,,,,,,
1319,,,,,,,,
1320,,,,,,,,
1321,,,,,,,,
1322,,,,,,,,
1323,,,,,,,,
1324,,,,,,,,
1325,,,,,,,,
1326,,,,,,,,
1327,,,,,,,,
1328,,,,,,,,
1329,,,,,,,,
1330,,,,,,,,
1331,,,,,,,,
1332,,,,,,,,
1333,,,,,,,,
1334,,,,,,,,
1335,,,,,,,,
1336,,,,,,,,
1337,,,,,,,,
1338,,,,,,,,
1339,,,,,,,,
1340,,,,,,,,
1341,,,,,,,,
1342,,,,,,,,
1343,,,,,,,,
1344,,,,,,,,
1345,,,,,,,,
1346,,,,,,,,
1347,,,,,,,,
1348,,,,,,,,
1349,,,,,,,,
1350,,,,,,,,
1351,,,,,,,,
1352,,,,,,,,
1353,,,,,,,,
1354,,,,,,,,
1355,,,,,,,,
1356,,,,,,,,
1357,,,,,,,,
1358,,,,,,,,
1359,,,,,,,,
1360,,,,,,,,
1361,,,,,,,,
1362,,,,,,,,
1363,,,,,,,,
1364,,,,,,,,
1365,,,,,,,,
1366,,,,,,,,
1367,,,,,,,,
1368,,,,,,,,
1369,,,,,,,,
1370,,,,,,,,
1371," 89,420,000 "," 81,750,000 "," 94,460,000 ", -   ," 46,360,000 "," 38,690,000 "," 51,290,000 ", -   
1372," 71,850,000 "," 53,650,000 "," 88,550,000 ", -   ," 71,850,000 "," 53,650,000 "," 88,550,000 ", -   
1373," 47,490,000 "," 36,380,000 "," 58,180,000 ", -   ," 46,660,000 "," 35,550,000 "," 57,360,000 ", -   
1374," 51,440,000 "," 42,560,000 "," 59,560,000 ", -   ," 41,820,000 "," 32,940,000 "," 49,940,000 ", -   
1375," 56,720,000 "," 44,270,000 "," 68,560,000 ", -   ," 51,620,000 "," 39,170,000 "," 63,460,000 ", -   
1376," 71,150,000 "," 57,730,000 "," 84,160,000 ", -   ," 57,080,000 "," 43,660,000 "," 69,920,000 ", -   
1377," 36,400,000 "," 28,810,000 "," 40,800,000 ", -   ," 35,580,000 "," 27,990,000 "," 39,980,000 ", -   
1378," 81,830,000 "," 69,850,000 "," 93,040,000 ", -   ," 53,580,000 "," 41,600,000 "," 64,790,000 ", -   
1379," 42,130,000 "," 34,520,000 "," 46,570,000 ", -   ," 41,040,000 "," 33,430,000 "," 45,470,000 ", -   
1380," 46,610,000 "," 37,650,000 "," 56,200,000 ", -   ," 42,010,000 "," 33,060,000 "," 51,600,000 ", -   
1381," 41,100,000 "," 32,140,000 "," 50,570,000 ", -   ," 41,100,000 "," 32,140,000 "," 50,570,000 ", -   
1382," 38,930,000 "," 32,080,000 "," 42,930,000 ", -   ," 38,240,000 "," 31,390,000 "," 42,240,000 ", -   
1383," 37,270,000 "," 29,960,000 "," 40,990,000 ", -   ," 36,950,000 "," 29,630,000 "," 40,670,000 ", -   
1384," 33,540,000 "," 28,140,000 "," 37,680,000 ", -   ," 32,720,000 "," 27,310,000 "," 36,850,000 ", -   
1385," 42,250,000 "," 33,990,000 "," 47,110,000 ", -   ," 42,250,000 "," 33,990,000 "," 47,110,000 ", -   
1386," 125,610,000 "," 116,370,000 "," 130,940,000 ", -   ," 51,480,000 "," 42,240,000 "," 56,710,000 ", -   
1387," 83,910,000 "," 75,130,000 "," 92,260,000 ", -   ," 51,630,000 "," 42,860,000 "," 59,870,000 ", -   
1388," 61,790,000 "," 53,400,000 "," 68,500,000 ", -   ," 45,880,000 "," 37,490,000 "," 52,480,000 ", -   
1389," 85,690,000 "," 76,510,000 "," 95,810,000 ", -   ," 50,700,000 "," 41,520,000 "," 60,700,000 ", -   
1390," 68,590,000 "," 60,040,000 "," 75,420,000 ", -   ," 46,740,000 "," 38,190,000 "," 53,450,000 ", -   
1391," 72,630,000 "," 64,820,000 "," 82,610,000 ", -   ," 48,510,000 "," 40,690,000 "," 58,370,000 ", -   
1392," 67,890,000 "," 58,730,000 "," 73,190,000 ", -   ," 51,670,000 "," 42,520,000 "," 56,860,000 ", -   
1393," 66,840,000 "," 58,880,000 "," 72,100,000 ", -   ," 45,190,000 "," 37,230,000 "," 50,340,000 ", -   
1394," 78,180,000 "," 69,460,000 "," 86,470,000 ", -   ," 44,110,000 "," 35,390,000 "," 52,220,000 ", -   
1395," 75,520,000 "," 67,550,000 "," 80,680,000 ", -   ," 44,530,000 "," 36,570,000 "," 49,580,000 ", -   
1396," 55,580,000 "," 47,980,000 "," 59,870,000 ", -   ," 39,740,000 "," 32,140,000 "," 43,920,000 ", -   
1397," 72,610,000 "," 64,360,000 "," 79,240,000 ", -   ," 51,910,000 "," 43,660,000 "," 58,430,000 ", -   
1398," 50,360,000 "," 43,880,000 "," 55,110,000 ", -   ," 38,510,000 "," 32,030,000 "," 43,140,000 ", -   
1399," 34,660,000 "," 28,740,000 "," 39,650,000 ", -   ," 34,660,000 "," 28,740,000 "," 39,650,000 ", -   
1400," 66,450,000 "," 58,580,000 "," 71,430,000 ", -   ," 48,880,000 "," 41,010,000 "," 53,750,000 ", -   
1401," 143,280,000 "," 131,030,000 "," 155,280,000 ", -   ," 58,960,000 "," 46,710,000 "," 70,850,000 ", -   
1402," 90,410,000 "," 81,460,000 "," 98,900,000 ", -   ," 52,520,000 "," 43,560,000 "," 60,890,000 ", -   
1403," 68,360,000 "," 60,180,000 "," 73,630,000 ", -   ," 45,370,000 "," 37,190,000 "," 50,530,000 ", -   
1404," 63,750,000 "," 52,960,000 "," 74,480,000 ", -   ," 51,290,000 "," 40,510,000 "," 61,910,000 ", -   
1405," 58,350,000 "," 50,990,000 "," 63,130,000 ", -   ," 38,000,000 "," 30,650,000 "," 42,610,000 ", -   
1406," 33,290,000 "," 26,400,000 "," 37,320,000 ", -   ," 33,290,000 "," 26,400,000 "," 37,320,000 ", -   
1407," 49,530,000 "," 40,850,000 "," 53,360,000 ", -   ," 39,510,000 "," 30,840,000 "," 43,170,000 ", -   
1408," 57,380,000 "," 48,710,000 "," 61,210,000 ", -   ," 43,640,000 "," 34,960,000 "," 47,360,000 ", -   
1409," 50,190,000 "," 42,040,000 "," 56,740,000 ", -   ," 40,710,000 "," 32,560,000 "," 47,080,000 ", -   
1410," 53,900,000 "," 45,410,000 "," 60,670,000 ", -   ," 48,010,000 "," 39,520,000 "," 54,610,000 ", -   
1411," 60,890,000 "," 52,240,000 "," 64,720,000 ", -   ," 43,590,000 "," 34,930,000 "," 47,300,000 ", -   
1412," 39,660,000 "," 32,210,000 "," 44,160,000 ", -   ," 36,360,000 "," 28,910,000 "," 40,870,000 ", -   
1413," 45,180,000 "," 37,040,000 "," 51,740,000 ", -   ," 40,630,000 "," 32,490,000 "," 47,010,000 ", -   
1414," 81,290,000 "," 74,020,000 "," 86,030,000 ", -   ," 42,120,000 "," 34,850,000 "," 46,750,000 ", -   
1415," 61,770,000 "," 51,690,000 "," 70,420,000 ", -   ," 48,840,000 "," 38,760,000 "," 57,380,000 ", -   
1416," 41,940,000 "," 34,850,000 "," 46,500,000 ", -   ," 36,750,000 "," 29,660,000 "," 41,130,000 ", -   
1417," 44,490,000 "," 35,330,000 "," 49,800,000 ", -   ," 41,150,000 "," 31,990,000 "," 46,280,000 ", -   
1418," 79,950,000 "," 71,150,000 "," 88,300,000 ", -   ," 47,720,000 "," 38,930,000 "," 55,960,000 ", -   
1419," 107,050,000 "," 95,080,000 "," 118,790,000 ", -   ," 57,730,000 "," 45,770,000 "," 69,360,000 ", -   
1420," 118,140,000 "," 99,080,000 "," 136,000,000 ", -   ," 82,300,000 "," 63,240,000 "," 100,050,000 ", -   
1421," 49,230,000 "," 41,860,000 "," 54,010,000 ", -   ," 37,880,000 "," 30,510,000 "," 42,490,000 ", -   
1422," 75,710,000 "," 64,530,000 "," 86,780,000 ", -   ," 53,200,000 "," 42,010,000 "," 64,150,000 ", -   
1423," 45,990,000 "," 38,540,000 "," 50,810,000 ", -   ," 38,100,000 "," 30,650,000 "," 42,740,000 ", -   
1424," 53,970,000 "," 45,660,000 "," 57,540,000 ", -   ," 38,330,000 "," 30,020,000 "," 41,720,000 ", -   
1425," 86,480,000 "," 77,230,000 "," 96,670,000 ", -   ," 59,910,000 "," 50,660,000 "," 69,990,000 ", -   
1426," 83,260,000 "," 75,600,000 "," 88,180,000 ", -   ," 43,890,000 "," 36,220,000 "," 48,700,000 ", -   
1427," 86,170,000 "," 77,770,000 "," 92,850,000 ", -   ," 50,060,000 "," 41,660,000 "," 56,630,000 ", -   
1428," 44,140,000 "," 37,360,000 "," 49,650,000 ", -   ," 35,490,000 "," 28,710,000 "," 40,830,000 ", -   
1429," 60,550,000 "," 46,790,000 ", -   , -   ," 60,550,000 "," 46,790,000 ", -   , -   
1430," 87,140,000 "," 77,920,000 "," 92,040,000 ", -   ," 54,110,000 "," 44,890,000 "," 58,900,000 ", -   
1431," 83,320,000 "," 67,310,000 "," 95,560,000 ", -   ," 64,280,000 "," 48,280,000 "," 76,410,000 ", -   
1432," 61,700,000 "," 50,120,000 "," 72,110,000 ", -   ," 51,870,000 "," 40,290,000 "," 62,100,000 ", -   
1433," 64,180,000 "," 53,610,000 "," 72,440,000 ", -   ," 46,960,000 "," 36,400,000 "," 55,120,000 ", -   
1434," 173,490,000 "," 159,680,000 "," 184,860,000 ", -   ," 57,180,000 "," 43,380,000 "," 68,440,000 ", -   
1435," 30,650,000 "," 22,460,000 "," 34,150,000 ", -   ," 30,650,000 "," 22,460,000 "," 34,150,000 ", -   
1436," 63,610,000 "," 53,910,000 "," 68,810,000 ", -   ," 50,680,000 "," 40,980,000 "," 55,760,000 ", -   
1437," 79,580,000 "," 64,610,000 "," 91,120,000 ", -   ," 61,210,000 "," 46,240,000 "," 72,640,000 ", -   
1438," 111,490,000 "," 92,780,000 "," 125,560,000 ", -   ," 70,300,000 "," 51,590,000 "," 84,260,000 ", -   
1439," 48,270,000 "," 38,490,000 "," 51,830,000 ", -   ," 38,100,000 "," 28,330,000 "," 41,490,000 ", -   
1440," 54,890,000 "," 45,070,000 "," 58,470,000 ", -   ," 44,200,000 "," 34,380,000 "," 47,590,000 ", -   
1441," 52,750,000 "," 45,010,000 "," 57,990,000 ", -   ," 38,490,000 "," 30,750,000 "," 43,620,000 ", -   
1442," 67,050,000 "," 58,770,000 "," 73,680,000 ", -   ," 41,560,000 "," 33,280,000 "," 48,010,000 ", -   
1443," 35,040,000 "," 26,170,000 "," 39,390,000 ", -   ," 35,040,000 "," 26,170,000 "," 39,390,000 ", -   
1444," 46,570,000 "," 38,320,000 "," 51,010,000 ", -   ," 35,850,000 "," 27,600,000 "," 40,110,000 ", -   
1445," 60,270,000 "," 49,750,000 "," 67,150,000 ", -   ," 46,860,000 "," 36,350,000 "," 53,630,000 ", -   
1446," 40,110,000 "," 32,330,000 "," 44,270,000 ", -   ," 34,280,000 "," 26,510,000 "," 38,270,000 ", -   
1447," 80,690,000 "," 64,440,000 "," 93,090,000 ", -   ," 58,760,000 "," 42,510,000 "," 71,040,000 ", -   
1448," 69,980,000 "," 56,160,000 "," 81,370,000 ", -   ," 54,210,000 "," 40,390,000 "," 65,490,000 ", -   
1449," 42,020,000 "," 33,290,000 "," 46,740,000 ", -   ," 37,140,000 "," 28,420,000 "," 41,680,000 ", -   
1450," 77,550,000 "," 62,480,000 "," 89,160,000 ", -   ," 55,270,000 "," 40,200,000 "," 66,770,000 ", -   
1451," 51,370,000 "," 41,810,000 "," 59,560,000 ", -   ," 42,360,000 "," 32,800,000 "," 50,380,000 ", -   
1452," 97,230,000 "," 86,910,000 "," 101,080,000 ", -   ," 46,010,000 "," 35,690,000 "," 49,750,000 ", -   
1453," 51,480,000 "," 41,480,000 "," 58,080,000 ", -   ," 41,450,000 "," 31,450,000 "," 47,870,000 ", -   
1454," 116,770,000 "," 107,620,000 "," 121,650,000 ", -   ," 48,670,000 "," 39,530,000 "," 53,440,000 ", -   
1455," 63,030,000 "," 56,580,000 "," 66,870,000 ", -   ," 38,250,000 "," 31,800,000 "," 42,100,000 ", -   
1456," 36,690,000 "," 27,310,000 "," 40,090,000 ", -   ," 36,690,000 "," 27,310,000 "," 40,090,000 ", -   
1457," 59,750,000 "," 49,380,000 "," 66,550,000 ", -   ," 42,480,000 "," 32,110,000 "," 49,100,000 ", -   
1458," 90,140,000 "," 79,920,000 "," 100,210,000 ", -   ," 52,970,000 "," 42,750,000 "," 62,930,000 ", -   
1459," 46,730,000 "," 35,930,000 "," 55,160,000 ", -   ," 43,390,000 "," 32,590,000 "," 51,630,000 ", -   
1460," 65,530,000 "," 54,630,000 "," 74,010,000 ", -   ," 48,050,000 "," 37,150,000 "," 56,420,000 ", -   
1461," 57,950,000 "," 44,200,000 "," 69,270,000 ", -   ," 49,800,000 "," 36,050,000 "," 60,940,000 ", -   
1462," 94,640,000 "," 84,840,000 "," 99,860,000 ", -   ," 46,540,000 "," 36,750,000 "," 51,660,000 ", -   
1463," 56,050,000 "," 38,310,000 "," 69,040,000 ", -   ," 56,050,000 "," 38,310,000 "," 69,040,000 ", -   
1464," 84,040,000 "," 73,880,000 "," 90,740,000 ", -   ," 50,140,000 "," 39,970,000 "," 56,720,000 ", -   
1465," 75,610,000 "," 63,670,000 ", -   , -   ," 57,560,000 "," 45,620,000 ", -   , -   
1466," 76,150,000 "," 60,320,000 ", -   , -   ," 63,540,000 "," 47,710,000 ", -   , -   
1467," 65,730,000 "," 51,960,000 ", -   , -   ," 55,900,000 "," 42,130,000 ", -   , -   
1468," 79,950,000 "," 69,250,000 "," 88,300,000 ", -   ," 47,720,000 "," 37,020,000 "," 55,960,000 ", -   
1469," 63,710,000 "," 53,210,000 "," 70,580,000 ", -   ," 46,900,000 "," 36,390,000 "," 53,650,000 ", -   
1470," 132,540,000 "," 117,260,000 "," 144,300,000 ", -   ," 52,500,000 "," 37,210,000 "," 64,070,000 ", -   
1471," 52,400,000 "," 41,180,000 "," 62,520,000 ", -   ," 44,670,000 "," 33,450,000 "," 54,610,000 ", -   
1472," 48,380,000 "," 38,740,000 "," 53,540,000 ", -   ," 40,030,000 "," 30,390,000 "," 45,010,000 ", -   
1473," 58,790,000 "," 43,280,000 "," 70,710,000 ", -   ," 52,230,000 "," 36,710,000 "," 63,970,000 ", -   
1474," 51,940,000 "," 42,190,000 "," 57,150,000 ", -   ," 40,510,000 "," 30,760,000 "," 45,540,000 ", -   
1475," 73,700,000 "," 62,000,000 "," 84,210,000 ", -   ," 56,810,000 "," 45,110,000 "," 67,210,000 ", -   
1476," 53,500,000 "," 38,380,000 "," 64,700,000 ", -   ," 53,500,000 "," 38,380,000 "," 64,700,000 ", -   
1477," 77,310,000 "," 66,240,000 "," 85,900,000 ", -   ," 52,770,000 "," 41,690,000 "," 61,240,000 ", -   
1478," 62,410,000 "," 52,520,000 "," 67,670,000 ", -   ," 45,070,000 "," 35,180,000 "," 50,220,000 ", -   
1479," 35,460,000 "," 25,650,000 "," 38,610,000 ", -   ," 35,460,000 "," 25,650,000 "," 38,610,000 ", -   
1480," 71,940,000 "," 61,110,000 "," 80,380,000 ", -   ," 48,030,000 "," 37,190,000 "," 56,350,000 ", -   
1481," 46,620,000 "," 37,440,000 "," 51,510,000 ", -   ," 38,690,000 "," 29,510,000 "," 43,390,000 ", -   
1482," 53,040,000 "," 39,390,000 "," 64,290,000 ", -   ," 49,360,000 "," 35,710,000 "," 60,440,000 ", -   
1483," 76,330,000 "," 67,960,000 "," 80,820,000 ", -   ," 47,080,000 "," 38,710,000 "," 51,460,000 ", -   
1484," 76,330,000 "," 67,960,000 "," 80,820,000 ", -   ," 47,080,000 "," 38,710,000 "," 51,460,000 ", -   
1485," 111,250,000 "," 97,600,000 "," 122,500,000 ", -   ," 60,510,000 "," 46,870,000 "," 71,650,000 ", -   
1486," 174,270,000 "," 165,090,000 "," 179,150,000 ", -   ," 49,360,000 "," 40,190,000 "," 54,140,000 ", -   
1487," 100,880,000 "," 93,700,000 "," 105,390,000 ", -   ," 39,170,000 "," 31,990,000 "," 43,560,000 ", -   
1488," 111,080,000 "," 101,600,000 ", -   , -   ," 55,740,000 "," 46,260,000 ", -   , -   
1489," 111,530,000 "," 101,110,000 "," 115,410,000 ", -   ," 46,280,000 "," 35,860,000 "," 50,040,000 ", -   
1490," 85,240,000 "," 73,590,000 ", -   , -   ," 51,040,000 "," 39,380,000 ", -   , -   
1491," 85,780,000 "," 75,570,000 ", -   , -   ," 55,300,000 "," 45,090,000 ", -   , -   
1492," 75,820,000 "," 65,980,000 "," 81,060,000 ", -   ," 45,290,000 "," 35,460,000 "," 50,420,000 ", -   
1493," 55,890,000 "," 46,640,000 "," 60,800,000 ", -   ," 43,090,000 "," 33,840,000 "," 47,890,000 ", -   
1494," 55,890,000 "," 46,640,000 "," 60,800,000 ", -   ," 43,090,000 "," 33,840,000 "," 47,890,000 ", -   
1495," 59,450,000 "," 52,030,000 "," 64,540,000 ", -   ," 37,590,000 "," 30,180,000 "," 42,570,000 ", -   
1496," 84,660,000 "," 74,400,000 "," 91,410,000 ", -   ," 56,880,000 "," 46,620,000 "," 63,520,000 ", -   
1497," 64,190,000 "," 55,610,000 "," 68,360,000 ", -   ," 40,530,000 "," 31,960,000 "," 44,530,000 ", -   
1498," 87,670,000 "," 77,490,000 "," 94,390,000 ", -   ," 47,920,000 "," 37,740,000 "," 54,460,000 ", -   
1499," 79,710,000 "," 70,470,000 "," 84,630,000 ", -   ," 49,840,000 "," 40,610,000 "," 54,650,000 ", -   
1500," 79,710,000 "," 70,470,000 "," 84,630,000 ", -   ," 49,840,000 "," 40,610,000 "," 54,650,000 ", -   
1501," 115,920,000 "," 95,100,000 ", -   , -   ," 82,610,000 "," 61,800,000 ", -   , -   
1502," 65,060,000 "," 54,570,000 ", -   , -   ," 53,040,000 "," 42,540,000 ", -   , -   
1503," 140,540,000 "," 132,440,000 ", -   , -   ," 56,890,000 "," 48,790,000 ", -   , -   
1504," 51,150,000 "," 41,440,000 "," 58,110,000 ", -   ," 43,240,000 "," 33,530,000 "," 50,020,000 ", -   
1505," 74,960,000 "," 65,810,000 "," 80,270,000 ", -   ," 49,590,000 "," 40,430,000 "," 54,780,000 ", -   
1506," 86,070,000 "," 77,100,000 "," 95,990,000 ", -   ," 48,540,000 "," 39,570,000 "," 58,350,000 ", -   
1507," 61,180,000 "," 52,430,000 "," 65,030,000 ", -   ," 43,960,000 "," 35,220,000 "," 47,700,000 ", -   
1508," 61,440,000 "," 53,150,000 "," 65,010,000 ", -   ," 48,510,000 "," 40,220,000 "," 51,970,000 ", -   
1509," 75,920,000 "," 64,880,000 "," 86,860,000 ", -   ," 58,650,000 "," 47,600,000 "," 69,470,000 ", -   
1510," 70,970,000 "," 61,860,000 "," 79,590,000 ", -   ," 55,060,000 "," 45,950,000 "," 63,570,000 ", -   
1511," 68,750,000 "," 60,370,000 "," 75,470,000 ", -   ," 46,080,000 "," 37,700,000 "," 52,690,000 ", -   
1512," 63,340,000 "," 53,800,000 "," 73,790,000 ", -   ," 46,260,000 "," 36,730,000 "," 56,540,000 ", -   
1513," 53,480,000 "," 45,340,000 "," 58,740,000 ", -   ," 40,900,000 "," 32,750,000 "," 45,980,000 ", -   
1514," 8,380,000 "," 6,830,000 ", -   , -   ," 7,430,000 "," 5,870,000 ", -   , -   
1515," 8,580,000 "," 7,080,000 ", -   , -   ," 7,250,000 "," 5,750,000 ", -   , -   
1516," 9,780,000 "," 8,470,000 ", -   , -   ," 7,710,000 "," 6,410,000 ", -   , -   
1517," 7,910,000 "," 6,340,000 ", -   , -   ," 7,590,000 "," 6,020,000 ", -   , -   
1518," 8,750,000 "," 7,110,000 ", -   , -   ," 7,920,000 "," 6,290,000 ", -   , -   
1519," 13,090,000 "," 11,780,000 ", -   , -   ," 7,940,000 "," 6,630,000 ", -   , -   
1520," 21,930,000 "," 19,490,000 ", -   , -   ," 11,570,000 "," 9,130,000 ", -   , -   
1521," 10,120,000 "," 8,390,000 ", -   , -   ," 9,800,000 "," 8,070,000 ", -   , -   
1522," 10,790,000 "," 8,380,000 ", -   , -   ," 10,790,000 "," 8,380,000 ", -   , -   
1523," 8,010,000 "," 6,600,000 ", -   , -   ," 8,010,000 "," 6,600,000 ", -   , -   
1524," 18,390,000 "," 16,000,000 ", -   , -   ," 14,030,000 "," 11,640,000 ", -   , -   
1525," 11,900,000 "," 10,720,000 ", -   , -   ," 9,210,000 "," 8,030,000 ", -   , -   
1526," 9,710,000 "," 7,840,000 ", -   , -   ," 9,710,000 "," 7,840,000 ", -   , -   
1527," 8,420,000 "," 6,920,000 ", -   , -   ," 7,420,000 "," 5,920,000 ", -   , -   
1528," 12,570,000 "," 11,510,000 ", -   , -   ," 8,780,000 "," 7,720,000 ", -   , -   
1529," 6,000,000 "," 4,800,000 ", -   , -   , -   , -   , -   , -   
1530," 5,200,000 "," 4,200,000 ", -   , -   , -   , -   , -   , -   
1531," 10,200,000 "," 7,100,000 ", -   , -   , -   , -   , -   , -   
1532," 11,200,000 "," 8,600,000 ", -   , -   , -   , -   , -   , -   
1533," 9,060,000 "," 7,540,000 ", -   , -   ," 8,860,000 "," 7,330,000 ", -   , -   
1534," 12,350,000 "," 9,900,000 ", -   , -   ," 12,070,000 "," 9,620,000 ", -   , -   
1535," 13,030,000 "," 10,140,000 ", -   , -   ," 13,030,000 "," 10,140,000 ", -   , -   
1536," 7,300,000 "," 5,900,000 ", -   , -   , -   , -   , -   , -   
1537," 7,300,000 "," 5,900,000 ", -   , -   , -   , -   , -   , -   
1538," 7,300,000 "," 5,900,000 ", -   , -   , -   , -   , -   , -   
1539," 7,300,000 "," 5,900,000 ", -   , -   , -   , -   , -   , -   
1540," 8,300,000 "," 6,600,000 ", -   , -   , -   , -   , -   , -   
