ProductId,diamond_gold_18k,diamond_gold_14k,diamond_plat_900,diamond_gold_10k,cz_gold_18k,cz_gold_14k,cz_plat_900,cz_gold_10k
1," 19,820,000 "," 14,790,000 "," 22,700,000 "," 11,230,000 "," 19,820,000 "," 14,790,000 "," 22,700,000 "," 11,230,000 "
2," 24,080,000 "," 20,390,000 "," 28,020,000 ", -   ," 14,870,000 "," 11,180,000 "," 18,810,000 ", -   
3," 24,020,000 "," 21,090,000 "," 28,660,000 ", -   ," 14,920,000 "," 11,990,000 "," 19,370,000 ", -   
4," 25,460,000 "," 21,390,000 "," 29,530,000 ", -   ," 21,670,000 "," 17,590,000 "," 25,560,000 ", -   
5," 12,260,000 "," 10,560,000 "," 15,440,000 ", -   ," 9,920,000 "," 8,210,000 "," 12,920,000 ", -   
6," 9,960,000 "," 8,280,000 "," 12,830,000 ", -   ," 8,670,000 "," 6,990,000 "," 11,530,000 ", -   
7," 9,440,000 "," 7,700,000 ", -   , -   ," 8,790,000 "," 7,060,000 ", -   , -   
8," 12,930,000 "," 10,550,000 ", -   , -   ," 12,930,000 "," 10,550,000 ", -   , -   
9," 7,890,000 "," 6,400,000 "," 10,180,000 ", -   ," 7,890,000 "," 6,400,000 "," 10,180,000 ", -   
10," 7,860,000 "," 6,400,000 "," 10,140,000 ", -   ," 7,860,000 "," 6,400,000 "," 10,140,000 ", -   
11," 7,860,000 "," 6,370,000 "," 10,140,000 ", -   ," 7,860,000 "," 6,370,000 "," 10,140,000 ", -   
12," 9,010,000 "," 7,220,000 "," 11,960,000 ", -   ," 9,010,000 "," 7,220,000 "," 11,960,000 ", -   
13," 13,150,000 "," 10,230,000 "," 17,340,000 ", -   ," 13,150,000 "," 10,230,000 "," 17,340,000 ", -   
14," 13,040,000 "," 10,140,000 "," 17,200,000 ", -   ," 13,040,000 "," 10,140,000 "," 17,200,000 ", -   
15," 43,740,000 "," 38,930,000 "," 47,900,000 ", -   ," 25,410,000 "," 20,600,000 "," 29,460,000 ", -   
16," 16,480,000 "," 13,560,000 "," 21,090,000 ", -   ," 14,650,000 "," 11,740,000 "," 19,080,000 ", -   
17," 6,160,000 "," 5,130,000 "," 8,040,000 ", -   ," 6,160,000 "," 5,130,000 "," 8,040,000 ", -   
18," 21,410,000 "," 16,810,000 "," 25,420,000 ", -   ," 21,410,000 "," 16,810,000 "," 25,420,000 ", -   
19," 7,640,000 "," 6,210,000 "," 9,870,000 ", -   ," 7,640,000 "," 6,210,000 "," 9,870,000 ", -   
20," 9,300,000 "," 7,420,000 "," 12,330,000 ", -   ," 9,300,000 "," 7,420,000 "," 12,330,000 ", -   
21," 13,530,000 "," 11,090,000 "," 17,200,000 ", -   ," 13,530,000 "," 11,090,000 "," 17,200,000 ", -   
22," 29,330,000 "," 25,640,000 "," 33,140,000 ", -   ," 21,330,000 "," 17,650,000 "," 25,030,000 ", -   
23," 25,350,000 "," 22,160,000 "," 29,500,000 ", -   ," 13,380,000 "," 10,180,000 "," 17,350,000 ", -   
24," 26,330,000 "," 23,810,000 "," 30,480,000 ", -   ," 13,410,000 "," 10,890,000 "," 17,380,000 ", -   
25," 36,160,000 "," 32,280,000 "," 40,920,000 ", -   ," 19,320,000 "," 15,440,000 "," 23,960,000 ", -   
26," 29,900,000 "," 26,140,000 "," 33,750,000 ", -   ," 17,930,000 "," 14,170,000 "," 21,600,000 ", -   
27," 32,050,000 "," 26,760,000 "," 35,330,000 ", -   ," 19,320,000 "," 14,040,000 "," 22,430,000 ", -   
28," 27,290,000 "," 22,680,000 "," 30,860,000 ", -   ," 16,300,000 "," 11,700,000 "," 19,700,000 ", -   
29," 25,090,000 "," 21,720,000 "," 29,160,000 ", -   ," 13,120,000 "," 9,740,000 "," 17,010,000 ", -   
30," 31,780,000 "," 26,620,000 "," 35,610,000 ", -   ," 17,910,000 "," 12,750,000 "," 21,560,000 ", -   
31," 42,820,000 "," 37,620,000 "," 46,660,000 ", -   ," 18,160,000 "," 12,960,000 "," 21,820,000 ", -   
32," 32,290,000 "," 28,000,000 "," 35,650,000 ", -   ," 23,550,000 "," 19,260,000 "," 26,790,000 ", -   
33," 43,480,000 "," 36,400,000 "," 47,450,000 ", -   ," 32,840,000 "," 25,760,000 "," 36,620,000 ", -   
34," 30,290,000 "," 26,600,000 "," 34,110,000 ", -   ," 21,370,000 "," 17,680,000 "," 25,080,000 ", -   
35," 45,910,000 "," 41,050,000 "," 49,620,000 ", -   ," 25,970,000 "," 21,100,000 "," 29,560,000 ", -   
36," 49,680,000 "," 44,520,000 ", -   , -   ," 32,580,000 "," 27,410,000 ", -   , -   
37," 82,500,000 "," 78,800,000 ", -   , -   ," 26,640,000 "," 22,940,000 ", -   , -   
38," 86,940,000 "," 80,740,000 "," 90,950,000 ", -   ," 28,540,000 "," 22,330,000 "," 32,430,000 ", -   
39," 47,650,000 "," 42,490,000 "," 52,000,000 ", -   ," 25,930,000 "," 20,780,000 "," 30,110,000 ", -   
40," 44,750,000 "," 39,040,000 "," 49,500,000 ", -   ," 31,720,000 "," 26,020,000 "," 36,360,000 ", -   
41," 53,010,000 "," 47,410,000 "," 57,160,000 ", -   ," 28,980,000 "," 23,370,000 "," 33,010,000 ", -   
42," 51,860,000 "," 46,640,000 "," 56,250,000 ", -   ," 29,930,000 "," 24,710,000 "," 34,200,000 ", -   
43," 35,250,000 "," 30,470,000 "," 38,920,000 ", -   ," 25,410,000 "," 20,630,000 "," 28,970,000 ", -   
44," 35,150,000 "," 30,300,000 "," 38,840,000 ", -   ," 25,650,000 "," 20,800,000 "," 29,240,000 ", -   
45," 38,680,000 "," 33,780,000 "," 42,410,000 ", -   ," 26,080,000 "," 21,170,000 "," 29,700,000 ", -   
46," 19,160,000 "," 16,220,000 "," 23,790,000 ", -   ," 14,800,000 "," 11,860,000 "," 19,250,000 ", -   
47," 43,810,000 "," 38,690,000 "," 48,140,000 ", -   ," 29,330,000 "," 24,210,000 "," 33,550,000 ", -   
48," 29,400,000 "," 25,680,000 "," 33,660,000 ", -   ," 19,930,000 "," 16,210,000 "," 24,080,000 ", -   
49," 26,110,000 "," 23,400,000 "," 30,480,000 ", -   ," 17,790,000 "," 15,080,000 "," 22,050,000 ", -   
50," 25,060,000 "," 21,100,000 "," 29,040,000 ", -   ," 18,530,000 "," 14,570,000 "," 22,330,000 ", -   
51," 25,620,000 "," 21,930,000 ", -   , -   ," 19,620,000 "," 15,930,000 ", -   , -   
52," 42,360,000 "," 36,920,000 "," 46,870,000 ", -   ," 25,400,000 "," 19,960,000 "," 29,800,000 ", -   
53," 33,620,000 "," 28,500,000 "," 37,440,000 ", -   ," 26,490,000 "," 21,380,000 "," 30,200,000 ", -   
54," 33,570,000 "," 29,780,000 "," 37,440,000 ", -   ," 21,790,000 "," 18,000,000 "," 25,550,000 ", -   
55," 40,260,000 "," 36,550,000 "," 44,500,000 ", -   ," 26,560,000 "," 22,850,000 "," 30,690,000 ", -   
56," 37,380,000 "," 32,300,000 "," 41,180,000 ", -   ," 22,950,000 "," 17,880,000 "," 26,580,000 ", -   
57," 107,090,000 "," 100,160,000 "," 111,000,000 ", -   ," 34,690,000 "," 27,760,000 "," 38,490,000 ", -   
58," 45,300,000 "," 39,900,000 "," 49,340,000 ", -   ," 30,700,000 "," 25,300,000 "," 34,640,000 ", -   
59," 48,200,000 "," 42,660,000 "," 52,320,000 ", -   ," 31,290,000 "," 25,740,000 "," 35,290,000 ", -   
60," 82,060,000 "," 75,630,000 "," 86,710,000 ", -   ," 28,670,000 "," 22,240,000 "," 33,140,000 ", -   
61," 37,530,000 "," 32,090,000 "," 41,600,000 ", -   ," 26,880,000 "," 21,440,000 "," 30,770,000 ", -   
62," 39,540,000 "," 35,830,000 "," 43,770,000 ", -   ," 23,840,000 "," 20,130,000 "," 27,960,000 ", -   
63," 52,560,000 "," 46,340,000 "," 57,080,000 ", -   ," 32,940,000 "," 26,720,000 "," 37,350,000 ", -   
64," 44,540,000 "," 40,590,000 ", -   , -   ," 21,680,000 "," 17,740,000 ", -   , -   
65," 64,610,000 "," 60,070,000 "," 69,490,000 ", -   ," 23,440,000 "," 18,900,000 "," 28,150,000 ", -   
66," 31,910,000 "," 27,730,000 "," 35,220,000 ", -   ," 19,580,000 "," 15,400,000 "," 22,710,000 ", -   
67," 37,640,000 "," 33,190,000 "," 41,980,000 ", -   ," 24,380,000 "," 19,930,000 "," 28,610,000 ", -   
68," 53,740,000 "," 48,700,000 "," 58,030,000 ", -   ," 31,320,000 "," 26,280,000 "," 35,510,000 ", -   
69," 56,310,000 "," 51,860,000 "," 61,130,000 ", -   ," 26,350,000 "," 21,900,000 "," 30,990,000 ", -   
70," 37,150,000 "," 32,290,000 "," 40,850,000 ", -   ," 25,690,000 "," 20,830,000 "," 29,280,000 ", -   
71," 47,750,000 "," 43,290,000 "," 52,570,000 ", -   ," 26,900,000 "," 22,450,000 "," 31,610,000 ", -   
72," 21,250,000 "," 18,610,000 "," 25,570,000 ", -   ," 13,790,000 "," 11,150,000 "," 17,930,000 ", -   
73," 21,830,000 "," 19,380,000 "," 25,920,000 ", -   ," 13,030,000 "," 10,590,000 "," 16,950,000 ", -   
74," 38,020,000 "," 34,210,000 ", -   , -   ," 26,880,000 "," 23,070,000 ", -   , -   
75," 35,240,000 "," 32,360,000 "," 38,470,000 ", -   ," 15,910,000 "," 13,020,000 "," 19,020,000 ", -   
76," 28,080,000 "," 22,950,000 "," 31,930,000 ", -   ," 17,930,000 "," 12,800,000 "," 21,610,000 ", -   
77," 32,040,000 "," 29,160,000 "," 35,270,000 ", -   ," 16,050,000 "," 13,170,000 "," 19,170,000 ", -   
78," 48,490,000 "," 44,210,000 "," 51,840,000 ", -   ," 24,270,000 "," 19,990,000 "," 27,500,000 ", -   
79," 38,020,000 "," 34,210,000 "," 42,330,000 ", -   ," 26,880,000 "," 23,070,000 "," 31,080,000 ", -   
80," 31,120,000 "," 26,020,000 ", -   , -   ," 24,000,000 "," 18,890,000 ", -   , -   
81," 33,580,000 "," 29,660,000 "," 37,250,000 ", -   ," 17,060,000 "," 13,140,000 "," 20,550,000 ", -   
82," 24,820,000 "," 22,390,000 "," 28,280,000 ", -   ," 12,850,000 "," 10,420,000 "," 16,130,000 ", -   
83," 54,060,000 "," 50,940,000 "," 58,740,000 ", -   ," 19,530,000 "," 16,420,000 "," 24,100,000 ", -   
84," 31,810,000 "," 25,360,000 "," 35,600,000 ", -   ," 22,690,000 "," 16,250,000 "," 26,310,000 ", -   
85," 54,560,000 "," 51,640,000 "," 59,060,000 ", -   ," 19,110,000 "," 16,190,000 "," 23,500,000 ", -   
86," 42,160,000 "," 36,150,000 "," 47,070,000 ", -   ," 29,100,000 "," 23,090,000 "," 33,830,000 ", -   
87," 47,300,000 "," 44,700,000 "," 51,560,000 ", -   ," 18,030,000 "," 15,420,000 "," 22,170,000 ", -   
88," 29,720,000 "," 25,150,000 "," 34,140,000 ", -   ," 23,470,000 "," 18,910,000 "," 27,720,000 ", -   
89," 34,750,000 "," 31,180,000 "," 38,470,000 ", -   ," 20,990,000 "," 17,420,000 "," 24,600,000 ", -   
90," 34,710,000 "," 30,240,000 "," 39,080,000 ", -   ," 24,350,000 "," 19,880,000 "," 28,600,000 ", -   
91," 24,630,000 "," 21,080,000 ", -   , -   ," 18,010,000 "," 14,470,000 ", -   , -   
92," 79,930,000 "," 74,230,000 "," 84,680,000 ", -   ," 34,600,000 "," 28,900,000 "," 39,230,000 ", -   
93," 12,740,000 "," 9,810,000 "," 16,800,000 ", -   ," 12,740,000 "," 9,810,000 "," 16,800,000 ", -   
94," 23,910,000 "," 20,840,000 "," 27,270,000 ", -   ," 16,060,000 "," 12,990,000 "," 19,300,000 ", -   
95," 32,580,000 "," 27,750,000 "," 36,240,000 ", -   ," 19,590,000 "," 14,770,000 "," 23,080,000 ", -   
96," 34,310,000 "," 30,330,000 "," 38,210,000 ", -   ," 21,960,000 "," 17,980,000 "," 25,740,000 ", -   
97," 35,150,000 "," 31,160,000 "," 38,800,000 ", -   ," 20,630,000 "," 16,630,000 "," 24,160,000 ", -   
98," 30,130,000 "," 26,940,000 "," 34,910,000 ", -   ," 19,210,000 "," 16,020,000 "," 23,870,000 ", -   
99," 37,900,000 "," 32,740,000 "," 41,730,000 ", -   ," 21,690,000 "," 16,530,000 "," 25,410,000 ", -   
100," 35,220,000 "," 29,890,000 "," 39,690,000 ", -   ," 24,860,000 "," 19,530,000 "," 29,210,000 ", -   
101," 49,460,000 "," 45,750,000 "," 53,220,000 ", -   ," 21,710,000 "," 18,000,000 "," 25,350,000 ", -   
102," 27,280,000 "," 24,210,000 "," 31,740,000 ", -   ," 14,050,000 "," 10,980,000 "," 18,510,000 ", -   
103," 46,340,000 "," 41,650,000 "," 50,840,000 ", -   ," 25,150,000 "," 20,470,000 "," 29,540,000 ", -   
104," 18,450,000 "," 16,600,000 "," 21,850,000 ", -   ," 10,810,000 "," 8,960,000 "," 14,030,000 ", -   
105," 59,580,000 "," 52,890,000 "," 64,850,000 ", -   ," 31,280,000 "," 24,600,000 "," 36,440,000 ", -   
106," 84,100,000 "," 78,530,000 "," 88,230,000 ", -   ," 31,250,000 "," 25,680,000 "," 35,270,000 ", -   
107," 42,080,000 "," 37,190,000 "," 46,290,000 ", -   ," 23,630,000 "," 18,740,000 "," 27,730,000 ", -   
108," 61,330,000 "," 56,860,000 "," 65,700,000 ", -   ," 21,080,000 "," 16,610,000 "," 25,270,000 ", -   
109," 33,220,000 "," 29,410,000 "," 37,890,000 ", -   ," 17,840,000 "," 14,020,000 "," 22,320,000 ", -   
110," 45,630,000 "," 41,090,000 ", -   , -   ," 29,940,000 "," 25,400,000 ", -   , -   
111," 40,870,000 "," 36,910,000 "," 44,870,000 ", -   ," 18,910,000 "," 14,960,000 "," 22,740,000 ", -   
112," 41,230,000 "," 37,640,000 "," 45,380,000 ", -   ," 23,360,000 "," 19,770,000 "," 27,400,000 ", -   
113," 26,620,000 "," 22,790,000 "," 30,520,000 ", -   ," 18,140,000 "," 14,310,000 "," 21,860,000 ", -   
114, -   , -   , -   , -   , -   , -   , -   , -   
115," 40,790,000 "," 36,890,000 "," 45,030,000 ", -   ," 26,640,000 "," 22,740,000 "," 30,770,000 ", -   
116," 35,300,000 "," 32,380,000 "," 39,910,000 ", -   ," 21,590,000 "," 18,680,000 "," 26,090,000 ", -   
117," 42,050,000 "," 37,510,000 "," 46,470,000 ", -   ," 27,630,000 "," 23,090,000 "," 31,940,000 ", -   
118," 45,030,000 "," 37,390,000 "," 49,940,000 ", -   ," 39,060,000 "," 31,430,000 "," 43,870,000 ", -   
119," 95,740,000 "," 89,800,000 "," 100,630,000 ", -   ," 37,380,000 "," 31,440,000 "," 42,150,000 ", -   
120," 32,890,000 "," 27,270,000 "," 36,730,000 ", -   ," 23,440,000 "," 17,820,000 "," 27,280,000 ", -   
121," 34,610,000 "," 30,830,000 "," 38,200,000 ", -   ," 16,720,000 "," 12,940,000 "," 20,130,000 ", -   
122," 14,880,000 "," 11,050,000 "," 18,080,000 ", -   ," 14,880,000 "," 11,050,000 "," 18,080,000 ", -   
123," 20,450,000 "," 18,140,000 "," 23,870,000 ", -   ," 12,550,000 "," 10,240,000 "," 15,800,000 ", -   
124," 18,980,000 "," 14,450,000 "," 22,950,000 ", -   ," 18,980,000 "," 14,450,000 "," 22,950,000 ", -   
125," 34,970,000 "," 30,110,000 "," 38,680,000 ", -   ," 24,660,000 "," 19,790,000 "," 28,180,000 ", -   
126," 60,560,000 "," 56,240,000 "," 63,930,000 ", -   ," 20,360,000 "," 16,040,000 "," 23,550,000 ", -   
127," 40,920,000 "," 36,170,000 "," 44,570,000 ", -   ," 25,470,000 "," 20,730,000 "," 29,010,000 ", -   
128," 27,900,000 "," 23,230,000 "," 32,410,000 ", -   ," 21,270,000 "," 16,590,000 "," 25,600,000 ", -   
129," 42,470,000 "," 39,920,000 "," 46,680,000 ", -   ," 13,550,000 "," 10,990,000 "," 17,580,000 ", -   
130," 49,060,000 "," 45,210,000 "," 52,970,000 ", -   ," 18,570,000 "," 14,720,000 "," 22,310,000 ", -   
131," 35,900,000 "," 30,660,000 "," 40,300,000 ", -   ," 23,540,000 "," 18,300,000 "," 27,760,000 ", -   
132," 24,970,000 "," 22,570,000 "," 29,010,000 ", -   ," 13,000,000 "," 10,600,000 "," 16,860,000 ", -   
133," 47,020,000 "," 42,420,000 "," 51,000,000 ", -   ," 27,530,000 "," 22,930,000 "," 31,400,000 ", -   
134," 30,120,000 "," 24,770,000 "," 33,420,000 ", -   ," 19,470,000 "," 14,120,000 "," 22,600,000 ", -   
135," 35,390,000 "," 31,550,000 "," 39,300,000 ", -   ," 22,010,000 "," 18,170,000 "," 25,810,000 ", -   
136," 25,250,000 "," 21,510,000 "," 29,520,000 ", -   ," 19,880,000 "," 16,140,000 "," 23,970,000 ", -   
137," 13,270,000 "," 10,310,000 "," 17,490,000 ", -   ," 13,270,000 "," 10,310,000 "," 17,490,000 ", -   
138," 53,300,000 "," 48,320,000 "," 57,250,000 ", -   ," 18,540,000 "," 13,570,000 "," 22,320,000 ", -   
139," 22,550,000 "," 20,560,000 "," 26,100,000 ", -   ," 11,820,000 "," 9,840,000 "," 15,190,000 ", -   
140," 57,830,000 "," 50,890,000 "," 61,740,000 ", -   ," 32,570,000 "," 25,630,000 "," 36,310,000 ", -   
141," 43,850,000 "," 40,090,000 "," 47,430,000 ", -   ," 20,500,000 "," 16,740,000 "," 23,970,000 ", -   
142," 31,180,000 "," 27,320,000 "," 35,110,000 ", -   ," 22,080,000 "," 18,220,000 "," 25,900,000 ", -   
143," 37,540,000 "," 32,750,000 "," 41,220,000 ", -   ," 25,660,000 "," 20,870,000 "," 29,230,000 ", -   
144," 80,250,000 "," 75,560,000 "," 84,750,000 ", -   ," 22,760,000 "," 18,070,000 "," 27,070,000 ", -   
145," 41,140,000 "," 37,020,000 "," 44,430,000 ", -   ," 26,130,000 "," 22,020,000 "," 29,310,000 ", -   
146," 26,810,000 "," 23,150,000 "," 30,590,000 ", -   ," 20,160,000 "," 16,500,000 "," 23,770,000 ", -   
147," 51,050,000 "," 45,170,000 "," 55,880,000 ", -   ," 35,210,000 "," 29,340,000 "," 39,940,000 ", -   
148," 37,650,000 "," 33,360,000 "," 41,020,000 ", -   ," 23,870,000 "," 19,580,000 "," 27,120,000 ", -   
149," 85,030,000 "," 76,890,000 "," 89,650,000 ", -   ," 40,280,000 "," 32,150,000 "," 44,790,000 ", -   
150," 54,280,000 "," 48,590,000 "," 58,460,000 ", -   ," 29,150,000 "," 23,460,000 "," 33,220,000 ", -   
151," 34,560,000 "," 28,130,000 "," 38,340,000 ", -   ," 26,290,000 "," 19,870,000 "," 29,970,000 ", -   
152," 116,610,000 "," 108,900,000 "," 121,670,000 ", -   ," 43,060,000 "," 35,360,000 "," 48,010,000 ", -   
153," 38,400,000 "," 33,900,000 "," 42,770,000 ", -   ," 24,440,000 "," 19,940,000 "," 28,690,000 ", -   
154," 39,230,000 "," 34,790,000 ", -   , -   ," 27,130,000 "," 22,690,000 ", -   , -   
155," 43,270,000 "," 37,920,000 "," 47,310,000 ", -   ," 26,730,000 "," 21,380,000 "," 30,590,000 ", -   
156," 52,570,000 "," 46,940,000 "," 57,260,000 ", -   ," 31,500,000 "," 25,870,000 "," 36,080,000 ", -   
157," 48,980,000 "," 44,810,000 "," 52,730,000 ", -   ," 25,280,000 "," 21,100,000 "," 28,850,000 ", -   
158," 33,110,000 "," 29,370,000 "," 37,380,000 ", -   ," 23,730,000 "," 20,000,000 "," 27,890,000 ", -   
159," 67,630,000 "," 64,020,000 "," 71,790,000 ", -   ," 20,390,000 "," 16,790,000 "," 24,380,000 ", -   
160," 62,020,000 "," 57,570,000 "," 66,840,000 ", -   ," 29,520,000 "," 25,070,000 "," 34,220,000 ", -   
161," 55,270,000 "," 51,550,000 "," 58,840,000 ", -   ," 20,650,000 "," 16,930,000 "," 24,110,000 ", -   
162," 30,410,000 "," 26,690,000 "," 33,980,000 ", -   ," 20,130,000 "," 16,410,000 "," 23,590,000 ", -   
163," 55,910,000 "," 51,420,000 "," 60,770,000 ", -   ," 29,220,000 "," 24,720,000 "," 33,970,000 ", -   
164," 57,390,000 "," 51,790,000 "," 61,090,000 ", -   ," 27,430,000 "," 21,830,000 "," 31,010,000 ", -   
165," 50,560,000 "," 43,980,000 "," 54,400,000 ", -   ," 29,060,000 "," 22,480,000 "," 32,790,000 ", -   
166," 52,460,000 "," 47,430,000 "," 56,220,000 ", -   ," 26,430,000 "," 21,400,000 "," 30,080,000 ", -   
167," 21,220,000 "," 20,100,000 "," 23,610,000 ", -   ," 12,010,000 "," 10,890,000 "," 14,280,000 ", -   
168," 29,830,000 "," 26,150,000 "," 33,640,000 ", -   ," 21,370,000 "," 17,690,000 "," 25,070,000 ", -   
169," 44,240,000 "," 38,110,000 "," 48,730,000 ", -   ," 30,510,000 "," 24,380,000 "," 34,890,000 ", -   
170," 22,760,000 "," 20,030,000 ", -   , -   ," 12,740,000 "," 10,010,000 ", -   , -   
171," 18,090,000 "," 17,360,000 ", -   , -   ," 6,610,000 "," 5,880,000 ", -   , -   
172," 18,220,000 "," 16,590,000 ", -   , -   ," 8,770,000 "," 7,140,000 ", -   , -   
173," 11,600,000 "," 9,100,000 ", -   , -   ," 11,600,000 "," 9,100,000 ", -   , -   
174," 19,390,000 "," 18,160,000 ", -   , -   ," 8,370,000 "," 7,130,000 ", -   , -   
175," 64,310,000 "," 58,050,000 ", -   , -   ," 31,460,000 "," 25,200,000 ", -   , -   
176," 72,390,000 "," 65,260,000 ", -   , -   ," 34,900,000 "," 27,770,000 ", -   , -   
177," 45,890,000 "," 40,790,000 ", -   , -   ," 25,660,000 "," 20,560,000 ", -   , -   
178," 9,770,000 "," 7,830,000 ", -   , -   ," 8,790,000 "," 6,850,000 ", -   , -   
179," 13,480,000 "," 10,600,000 "," 17,710,000 "," 8,170,000 "," 12,160,000 "," 9,280,000 "," 16,390,000 "," 6,850,000 "
180," 18,260,000 "," 15,260,000 "," 22,830,000 ", -   ," 14,850,000 "," 11,840,000 "," 19,230,000 ", -   
181," 5,100,000 "," 4,050,000 "," 7,020,000 ", -   ," 5,100,000 "," 4,050,000 "," 7,020,000 ", -   
182," 5,100,000 "," 4,050,000 "," 7,020,000 ", -   ," 5,100,000 "," 4,050,000 "," 7,020,000 ", -   
183," 5,100,000 "," 4,050,000 "," 7,020,000 ", -   ," 5,100,000 "," 4,050,000 "," 7,020,000 ", -   
184," 19,010,000 "," 15,220,000 "," 22,610,000 "," 11,530,000 "," 16,590,000 "," 12,800,000 "," 20,010,000 "," 9,100,000 "
185," 12,830,000 "," 10,050,000 "," 16,980,000 ", -   ," 11,850,000 "," 9,070,000 "," 16,000,000 ", -   
186," 3,950,000 "," 3,870,000 "," 5,160,000 ", -   ," 2,050,000 "," 1,960,000 "," 3,260,000 ", -   
187," 3,890,000 "," 3,760,000 "," 5,110,000 ", -   ," 2,120,000 "," 1,980,000 "," 3,340,000 ", -   
188," 4,400,000 "," 3,800,000 ", -   , -   , -   , -   , -   , -   
189," 2,600,000 "," 2,500,000 ", -   , -   , -   , -   , -   , -   
190," 6,410,000 "," 5,280,000 ", -   , -   ," 6,410,000 "," 5,280,000 ", -   , -   
191," 10,020,000 "," 8,150,000 ", -   , -   ," 9,560,000 "," 7,680,000 ", -   , -   
192," 10,700,000 "," 9,650,000 ", -   , -   ," 8,020,000 "," 6,970,000 ", -   , -   
193," 12,650,000 "," 10,800,000 ", -   , -   ," 10,740,000 "," 8,890,000 ", -   , -   
194," 5,790,000 "," 4,550,000 ", -   , -   ," 5,790,000 "," 4,550,000 ", -   , -   
195," 15,410,000 "," 11,620,000 ", -   ," 8,660,000 "," 13,970,000 "," 10,180,000 ", -   ," 7,220,000 "
196," 11,600,000 "," 8,980,000 ", -   , -   ," 11,600,000 "," 8,980,000 ", -   , -   
197," 11,900,000 "," 9,190,000 ", -   , -   ," 11,900,000 "," 9,190,000 ", -   , -   
198," 10,240,000 "," 7,760,000 ", -   , -   ," 10,240,000 "," 7,760,000 ", -   , -   
199," 3,120,000 "," 2,470,000 "," 4,570,000 "," 2,000,000 "," 3,120,000 "," 2,470,000 "," 4,570,000 "," 2,000,000 "
200," 8,240,000 "," 7,300,000 "," 10,450,000 ", -   ," 6,110,000 "," 5,170,000 "," 8,150,000 ", -   
201," 2,070,000 "," 1,760,000 "," 3,250,000 ", -   ," 2,070,000 "," 1,760,000 "," 3,250,000 ", -   
202," 7,160,000 "," 5,540,000 "," 9,910,000 ", -   ," 7,160,000 "," 5,540,000 "," 9,910,000 ", -   
203," 4,310,000 "," 3,430,000 "," 6,070,000 ", -   ," 4,310,000 "," 3,430,000 "," 6,070,000 ", -   
204," 6,150,000 "," 4,810,000 "," 8,310,000 ", -   ," 6,150,000 "," 4,810,000 "," 8,310,000 ", -   
205," 5,460,000 "," 4,270,000 "," 7,470,000 ", -   ," 5,460,000 "," 4,270,000 "," 7,470,000 ", -   
206," 5,930,000 "," 4,640,000 "," 8,050,000 ", -   ," 5,930,000 "," 4,640,000 "," 8,050,000 ", -   
207," 4,710,000 "," 3,430,000 "," 6,530,000 ", -   ," 4,710,000 "," 3,430,000 "," 6,530,000 ", -   
208," 3,300,000 "," 2,720,000 "," 4,790,000 ", -   ," 3,300,000 "," 2,720,000 "," 4,790,000 ", -   
209," 3,370,000 "," 2,750,000 "," 4,880,000 ", -   ," 3,370,000 "," 2,750,000 "," 4,880,000 ", -   
210," 5,110,000 "," 4,400,000 "," 6,840,000 ", -   ," 4,230,000 "," 3,520,000 "," 5,950,000 ", -   
211," 2,500,000 "," 2,160,000 "," 3,810,000 ", -   ," 2,500,000 "," 2,160,000 "," 3,810,000 ", -   
212," 14,970,000 "," 13,890,000 "," 17,280,000 ", -   ," 6,680,000 "," 5,600,000 "," 8,810,000 ", -   
213," 19,830,000 "," 18,630,000 "," 22,240,000 ", -   ," 10,790,000 "," 9,580,000 "," 13,090,000 ", -   
214," 24,160,000 "," 22,500,000 "," 27,400,000 ", -   ," 9,200,000 "," 7,540,000 "," 12,260,000 ", -   
215," 15,380,000 "," 13,730,000 "," 18,590,000 ", -   ," 8,930,000 "," 7,290,000 "," 11,960,000 ", -   
216," 17,880,000 "," 16,500,000 "," 20,520,000 ", -   ," 8,070,000 "," 6,690,000 "," 10,530,000 ", -   
217," 22,760,000 "," 21,040,000 "," 26,040,000 ", -   ," 12,910,000 "," 11,190,000 "," 16,070,000 ", -   
218," 22,770,000 "," 21,160,000 "," 25,930,000 ", -   ," 12,540,000 "," 10,930,000 "," 15,590,000 ", -   
219," 27,620,000 "," 25,240,000 "," 31,620,000 ", -   ," 15,390,000 "," 13,010,000 "," 19,270,000 ", -   
220," 20,340,000 "," 18,550,000 "," 23,710,000 ", -   ," 9,600,000 "," 7,810,000 "," 12,790,000 ", -   
221," 15,980,000 "," 14,510,000 "," 18,680,000 ", -   ," 8,300,000 "," 6,840,000 "," 10,820,000 ", -   
222," 20,460,000 "," 19,220,000 "," 22,960,000 ", -   ," 11,220,000 "," 9,990,000 "," 13,620,000 ", -   
223," 19,580,000 "," 17,810,000 "," 22,210,000 ", -   ," 8,080,000 "," 6,310,000 "," 10,520,000 ", -   
224," 28,150,000 "," 25,460,000 "," 32,540,000 ", -   ," 12,980,000 "," 10,280,000 "," 17,180,000 ", -   
225," 31,640,000 "," 27,380,000 "," 34,990,000 ", -   ," 18,620,000 "," 14,370,000 "," 21,790,000 ", -   
226," 31,370,000 "," 27,510,000 "," 34,940,000 ", -   ," 20,380,000 "," 16,510,000 "," 23,840,000 ", -   
227," 36,900,000 "," 32,860,000 ", -   , -   ," 19,430,000 "," 15,390,000 ", -   , -   
