,,,,,,,,,,,,,,,Shape và Size tấm >>>>>>>>>>>>>>>>>>>>>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,">>>,2D,inputs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-
STT,Mã Thiết Kế,Tên gọi riêng,Dòng hàng,Đường kính vòng (cm),Ni,Shape viên chủ, Size viên chủ , Vàng 18k , Vàng 14k , Pt900 , Vàng 10K ,"Plain/
Pattern", TL tấm (KC) , TL tấm (CZ) ,Shape1,Size1,SL1,Shape2,Size2,SL2,Shape3,Size3,SL3,Shape4,Size4,SL4,Shape5,Size5,SL5,Shape6,Size6,SL6,Shape7,Size7,SL7,Shape8,Size8,SL8,Shape9,Size9,SL9,Shape10,Size10,SL10,Loại ĐH mặc định khi có bất kỳ chỉnh sửa nào,Kích thước độ DÀY THÂN - Mặc định,Kích thước độ RỘNG THÂN - Mặc định,Kích thước độ DÀY ĐÁY - Mặc định,Kích thước độ RỘNG ĐÁY - Mặc định2,Kích thước độ DÀY ĐIỂM TRÊN - Mặc định,Kích thước độ RỘNG ĐIỂM TRÊN - Mặc định,Kích thước chiều CAO ổ/chấu,Plantinum (Có/Không),Nguyên nhân/Rủi ro Không làm Platinum,"Tên sản phẩm (Công bố Website)
Dòng hàng + Tên gọi riêng + Mã Thiết kế",Tên ngắn gọn,Cảm hứng thiết kế,Bộ sưu tập,Thời gian ra mắt,Image link, Dia+18K , Dia+14K , Dia+Pt900 , CZ+18K , CZ+14K , CZ+Pt900 , Dia+10K , CZ+10K ,Best-Selling,"Kiểu dáng
Main Catalogue","Kiểu dáng
Sub Catalogue",Vàng Trắng,Vàng Vàng,Vàng Hồng,Màu sắc mặc định Catalogue,Tấm (Có/Không),Brand Class,Product Class,Status,New version,Batch
307,NCC0005,,Nhẫn cưới,,M.16-F.11,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0005,0,0,Tierra Base Products,,," 56,510,000 "," 45,630,000 "," 55,910,000 "," 42,300,000 "," 31,420,000 "," 41,690,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
308,NCC0006,,Nhẫn cưới,,M.15-F.09,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0006,0,0,Tierra Base Products,,," 69,350,000 "," 59,110,000 "," 68,670,000 "," 40,870,000 "," 30,630,000 "," 40,190,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
309,NCC0007,,Nhẫn cưới,,M.15-F.15,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0007,0,0,Tierra Base Products,,," 66,800,000 "," 57,470,000 "," 68,200,000 "," 32,200,000 "," 22,880,000 "," 33,590,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
310,NCC0010,,Nhẫn cưới,,M.15-F.09,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0010,0,0,Tierra Base Products,,," 60,850,000 "," 49,580,000 "," 60,070,000 "," 44,760,000 "," 33,490,000 "," 43,980,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
311,NCC0011,,Nhẫn cưới,,M.19-F.10.5,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0011,0,0,Tierra Base Products,,," 71,590,000 "," 54,560,000 "," 70,010,000 "," 56,720,000 "," 39,690,000 "," 55,150,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
312,NCC0012,,Nhẫn cưới,,M.10-F.05,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0012,0,0,Tierra Base Products,,," 47,360,000 "," 34,420,000 "," 46,710,000 "," 43,040,000 "," 30,090,000 "," 42,380,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
313,NCC0013,,Nhẫn cưới,,"M.16,5-F.11",,   ,   ,   ,   ,, F.Pattern-M.Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0013,0,0,Tierra Base Products,,," 78,200,000 "," 67,010,000 "," 77,580,000 "," 45,450,000 "," 34,260,000 "," 44,830,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
314,NCC0016,,Nhẫn cưới,,M.15-F.10,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới NCC0016,0,0,Our Story,,," 48,140,000 "," 35,050,000 ", - ," 42,180,000 "," 29,070,000 ", - , - , - ,,Eternity,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
315,NCC0017,,Nhẫn cưới,,M.18-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới NCC0017,0,0,Our Story,,," 39,910,000 "," 32,520,000 ", - ," 32,190,000 "," 24,800,000 ", - , - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
316,NCC0018,,Nhẫn cưới,,M.16-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0018,0,0,Sweet & Sour,,," 50,240,000 "," 41,410,000 "," 51,620,000 "," 39,700,000 "," 30,880,000 "," 41,080,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
317,NCC0022,,Nhẫn cưới,,M.16-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0022,0,0,Sweet & Sour,,," 72,780,000 "," 61,010,000 "," 71,970,000 "," 54,240,000 "," 42,460,000 "," 53,430,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Phối màu , Yes , PREMIUM , -   , Active , -   , -   
318,NCC0024,,Nhẫn cưới,,M.17-F.11,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0024,0,0,Our Story,,," 73,910,000 "," 62,480,000 "," 75,270,000 "," 44,480,000 "," 33,040,000 "," 45,840,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
319,NCC0027,,Nhẫn cưới,,M.13-F.10,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0027,0,0,Sweet & Sour,,," 65,820,000 "," 52,160,000 "," 62,440,000 "," 61,590,000 "," 47,920,000 "," 58,190,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
320,NCC0029,Twisted Love,Nhẫn cưới,,M.15-F.9,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới Twisted Love NCC0029,TWISTED LOVE,0,Sweet & Sour,,," 80,870,000 "," 72,350,000 "," 82,510,000 "," 42,010,000 "," 33,480,000 "," 43,650,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
321,NCC0036,,Nhẫn cưới,,M.19.5-F.12,,   ,   ,   ,   ,, F.Plain-M.Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0036,0,0,Sweet & Sour,,," 46,110,000 "," 36,980,000 "," 47,260,000 "," 39,190,000 "," 30,050,000 "," 40,330,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
322,NCC0040,,Nhẫn cưới,,M.19-F.12,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0040,0,0,Sweet & Sour,,," 110,430,000 "," 94,210,000 "," 106,730,000 "," 77,240,000 "," 61,020,000 "," 73,540,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
323,NCC0041,,Nhẫn cưới,,M.16-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0041,0,0,Our Story,,," 56,270,000 "," 42,930,000 "," 55,450,000 "," 50,450,000 "," 37,090,000 "," 49,610,000 ", - , - ,,Eternity,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
324,NCC0042,Petal of Joy,Nhẫn cưới,,"M.18,5-F.12",,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới Petal of Joy NCC0042,Petal of Joy 1 ,0,Flower Of Joy,,," 60,890,000 "," 48,340,000 ", - ," 52,770,000 "," 40,220,000 ", - , - , - ,,Eternity,, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM , -   , Active , -   , -   
325,NCC0043,Petal of Joy,Nhẫn cưới,,M.18-F.12,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới Petal of Joy NCC0043,Petal of Joy 2,0,Flower Of Joy,,," 74,330,000 "," 59,910,000 ", - ," 67,040,000 "," 52,620,000 ", - , - , - ,,Eternity,, Yes , Yes , Yes , Phối màu , Yes , PREMIUM , -   , Active , -   , -   
326,NCC0044,Petal of Love,Nhẫn cưới,,M.18-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới Petal of Love NCC0044,Petal of Love 2 ,0,Flower Of Joy,,," 58,890,000 "," 45,520,000 ", - ," 54,760,000 "," 41,380,000 ", - , - , - ,,Eternity,, Yes , Yes , Yes , Phối màu , Yes , PREMIUM , -   , Active , -   , -   
327,NCC0045,Petal of Love,Nhẫn cưới,,M.18-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới Petal of Love NCC0045,Petal of Love 1,0,Flower Of Joy,,," 56,600,000 "," 43,060,000 ", - ," 54,860,000 "," 41,320,000 ", - , - , - ,,Eternity,, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM , -   , Active , -   , -   
328,NCC0046,Petal of Happiness,Nhẫn cưới,,M.18-F.11,,   ,   ,   ,   ,, F.Pattern-M.Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới Petal of Happiness NCC0046,Petal of Happyness 3,0,Flower Of Joy,,," 64,100,000 "," 48,800,000 ", - ," 60,640,000 "," 45,340,000 ", - , - , - ,,Eternity,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , -   , Active , -   , -   
329,BNC1012,,Nhẫn cưới,,M.19-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới BNC1012,0,0,Tierra Base Products,,," 33,270,000 "," 24,900,000 ", - ," 32,710,000 "," 24,330,000 ", - , - ," 14,530,000 ", Best Selling ,Truyền Thống,, Yes , Yes , Yes , Hồng , Yes , PREMIUM SMART , -   , Active , -   , -   
330,NCC1003,,Nhẫn cưới,,M.20-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1003,0,0,Tierra Base Products,,," 46,270,000 "," 34,790,000 "," 45,850,000 "," 45,520,000 "," 34,040,000 "," 45,100,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
331,BNC1004,,Nhẫn cưới,,M.21-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới BNC1004,0,0,Tierra Base Products,,," 26,920,000 "," 18,560,000 ", - ," 26,920,000 "," 18,560,000 ", - , - ," 12,850,000 ",,Truyền Thống,, Yes , Yes , Yes , Hồng , No , PREMIUM SMART , -   , Active , -   , -   
332,NCC1005,,Nhẫn cưới,,M.18.5-F.16.5,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới NCC1005,0,0,Tierra Base Products,,," 44,290,000 "," 33,860,000 ", - ," 43,440,000 "," 33,010,000 ", - , - , - ,,Truyền Thống,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
333,BNC1006,,Nhẫn cưới,,M.19-F.10.5,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới BNC1006,0,0,Tierra Base Products,,," 27,910,000 "," 19,210,000 ", - ," 27,910,000 "," 19,210,000 ", - , - ," 13,230,000 ",,Truyền Thống,, Yes , Yes , Yes , Hồng , No , PREMIUM SMART , -   , Active , -   , -   
334,NCC1007,,Nhẫn cưới,,M.20-F.10,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1007,0,0,Tierra Base Products,,," 71,350,000 "," 48,460,000 "," 67,350,000 "," 71,350,000 "," 48,460,000 "," 67,350,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Phối màu , No , PREMIUM , -   , Active , -   , -   
335,NCC1008,,Nhẫn cưới,,M.15-F.09,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1008,0,0,Tierra Base Products,,," 50,830,000 "," 34,730,000 "," 49,630,000 "," 50,830,000 "," 34,730,000 "," 49,630,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Phối màu , No , PREMIUM , -   , Active , -   , -   
336,NCC1009,,Nhẫn cưới,,M.16-F.08,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1009,0,0,Tierra Base Products,,," 39,820,000 "," 29,820,000 "," 39,160,000 "," 39,820,000 "," 29,820,000 "," 39,160,000 ", - , - , Best Selling ,Truyền Thống,, Yes , Yes , Yes , Hồng , No , PREMIUM , -   , Active , -   , -   
337,NCC1010,,Nhẫn cưới,,M.14-F.10,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1010,0,0,Tierra Base Products,,," 35,610,000 "," 23,880,000 "," 36,640,000 "," 35,610,000 "," 23,880,000 "," 36,640,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Hồng , No , PREMIUM , -   , Active , -   , -   
338,NCC1011,,Nhẫn cưới,,M.22-F.10.5,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1011,0,0,Tierra Base Products,,," 61,600,000 "," 48,410,000 "," 60,450,000 "," 60,510,000 "," 47,320,000 "," 59,350,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
339,NCC1014,,Nhẫn cưới,,M.17-F.08,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1014,0,0,Tierra Base Products,,," 34,730,000 "," 23,530,000 "," 35,770,000 "," 34,730,000 "," 23,530,000 "," 35,770,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Phối màu , No , PREMIUM , -   , Active , -   , -   
340,NCC1015,,Nhẫn cưới,,M.17-F.08,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1015,0,0,Tierra Base Products,,," 41,100,000 "," 28,410,000 "," 42,060,000 "," 41,100,000 "," 28,410,000 "," 42,060,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Hồng , No , PREMIUM , -   , Active , -   , -   
341,NCC1016,,Nhẫn cưới,,M.17-F.08,,   ,   ,   ,   ,, F.Pattern-M.Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1016,0,0,Tierra Base Products,,," 39,660,000 "," 27,110,000 "," 40,630,000 "," 39,660,000 "," 27,110,000 "," 40,630,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng , No , PREMIUM , -   , Active , -   , -   
342,BNC1017,,Nhẫn cưới,,M.17-F.08,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới BNC1017,0,0,Tierra Base Products,,," 34,180,000 "," 23,160,000 ", - ," 34,180,000 "," 23,160,000 ", - , - ," 15,670,000 ",,Truyền Thống,, Yes , Yes , Yes , Trắng , No , PREMIUM SMART , -   , Active , -   , -   
343,NCC1018,,Nhẫn cưới,,M.16-F.09,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1018,0,0,Tierra Base Products,,," 34,230,000 "," 26,000,000 "," 35,470,000 "," 33,850,000 "," 25,620,000 "," 35,090,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM , -   , Active , -   , -   
344,NCC1019,,Nhẫn cưới,,M.22-F.12,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới NCC1019,0,0,Tierra Base Products,,," 50,280,000 "," 35,680,000 ", - ," 50,280,000 "," 35,680,000 ", - , - , - ,,Truyền Thống,, Yes , Yes , Yes , Hồng , No , PREMIUM , -   , Active , -   , -   
345,NCC1020,,Nhẫn cưới,,M.17-F.08,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1020,0,0,Tierra Base Products,,," 37,250,000 "," 25,370,000 "," 38,340,000 "," 36,820,000 "," 24,940,000 "," 37,900,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
346,NCC1021,,Nhẫn cưới,,M.16-F.08,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1021,0,0,Tierra Base Products,,," 46,610,000 "," 34,660,000 "," 45,690,000 "," 46,610,000 "," 34,660,000 "," 45,690,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Hồng , No , PREMIUM , -   , Active , -   , -   
347,NCC1022,,Nhẫn cưới,,M.16-F.08,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1022,0,0,Tierra Base Products,,," 40,750,000 "," 31,390,000 "," 42,090,000 "," 38,480,000 "," 29,120,000 "," 39,810,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
348,NCC1023,,Nhẫn cưới,,M.18-F.08,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1023,0,0,Tierra Base Products,,," 32,740,000 "," 22,930,000 "," 33,860,000 "," 32,740,000 "," 22,930,000 "," 33,860,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Vàng , No , PREMIUM , -   , Active , -   , -   
349,BNC1024,,Nhẫn cưới,,M.17-F.10,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới BNC1024,0,0,Tierra Base Products,,," 29,030,000 "," 20,100,000 ", - ," 28,600,000 "," 19,660,000 ", - , - ," 13,520,000 ",,Truyền Thống,, Yes , Yes , Yes , Trắng , Yes , PREMIUM SMART , -   , Active , -   , -   
350,NCC1025,,Nhẫn cưới,,M.17-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1025,0,0,Tierra Base Products,,," 55,520,000 "," 41,010,000 "," 53,910,000 "," 55,520,000 "," 41,010,000 "," 53,910,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Vàng , No , PREMIUM , -   , Active , -   , -   
351,NCC1027,,Nhẫn cưới,,M.16-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1027,0,0,Tierra Base Products,,," 69,280,000 "," 54,400,000 "," 66,720,000 "," 59,930,000 "," 45,050,000 "," 57,390,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
352,NCC1028,,Nhẫn cưới,,M.17-F.11,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1028,0,0,Tierra Base Products,,," 36,590,000 "," 27,060,000 "," 37,680,000 "," 35,550,000 "," 26,020,000 "," 36,640,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
353,NCC1036,,Nhẫn cưới,,"M.18,5-F.11",,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1036,0,0,Yêu Thương Vàng Son,,," 35,160,000 "," 26,800,000 "," 36,800,000 "," 35,160,000 "," 26,800,000 "," 36,800,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Vàng , No , PREMIUM , -   , Active , -   , -   
354,NCC1037,,Nhẫn cưới,,M.18-F.10,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1037,0,0,Yêu Thương Vàng Son,,," 47,900,000 "," 35,850,000 "," 48,080,000 "," 47,020,000 "," 34,980,000 "," 47,210,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , -   , Active , -   , -   
355,NCC1038,,Nhẫn cưới,,M.15-F.10,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1038,0,0,Yêu Thương Vàng Son,,," 34,160,000 "," 25,590,000 "," 35,440,000 "," 33,130,000 "," 24,570,000 "," 34,420,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , -   , Active , -   , -   
356,NCC1039,,Nhẫn cưới,,M.14-F.10,,   ,   ,   ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1039,0,0,Yêu Thương Vàng Son,,," 34,760,000 "," 26,640,000 "," 36,560,000 "," 32,880,000 "," 24,760,000 "," 34,680,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Phối màu , Yes , PREMIUM , -   , Active , -   , -   
357,NCC1040,,Nhẫn cưới,,M.14-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1040,0,0,Yêu Thương Vàng Son,,," 43,680,000 "," 33,430,000 "," 45,460,000 "," 42,670,000 "," 32,410,000 "," 44,440,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , -   , Active , -   , -   
358,NCC1041,,Nhẫn cưới,,M.13-F.09,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới NCC1041,0,0,Yêu Thương Vàng Son,,," 46,130,000 "," 33,470,000 ", - ," 44,300,000 "," 31,650,000 ", - , - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , -   , Active , -   , -   
359,NCC1042,,Nhẫn cưới,,M.16-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1042,0,0,Yêu Thương Vàng Son,,," 44,730,000 "," 34,570,000 "," 45,910,000 "," 42,350,000 "," 32,190,000 "," 43,520,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Vàng , Yes , PREMIUM , -   , Active , -   , -   
360,NCC1043,,Nhẫn cưới,,M.19-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1043,0,0,Yêu Thương Vàng Son,,," 50,900,000 "," 38,270,000 "," 50,060,000 "," 49,630,000 "," 37,000,000 "," 48,790,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , -   , Active , -   , -   
361,NCC1044,,Nhẫn cưới,,M.19-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1044,0,0,Yêu Thương Vàng Son,,," 49,250,000 "," 37,030,000 "," 48,580,000 "," 48,250,000 "," 36,040,000 "," 47,590,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , -   , Active , -   , -   
362,NCC1046,,Nhẫn cưới,,M.19-F.11,,   ,   ,   ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1046,0,0,Yêu Thương Vàng Son,,," 48,440,000 "," 36,580,000 "," 47,930,000 "," 47,170,000 "," 35,310,000 "," 46,660,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Vàng , Yes , PREMIUM , -   , Active , -   , -   
